Start station,Start time,End station,End time
291,2016-09-08 07:41:27 +0200,292,2016-09-08 07:57:04 +0200
291,2016-09-08 07:44:46 +0200,291,2016-09-08 07:45:35 +0200
291,2016-09-08 07:44:46 +0200,291,2016-09-08 07:45:35 +0200
291,2016-09-08 07:45:40 +0200,234,2016-09-08 07:52:26 +0200
291,2016-09-08 07:49:01 +0200,164,2016-09-08 07:54:40 +0200
291,2016-09-08 07:49:48 +0200,305,2016-09-08 08:01:48 +0200
291,2016-09-08 07:50:10 +0200,266,2016-09-08 08:03:36 +0200
291,2016-09-08 07:51:47 +0200,267,2016-09-08 07:55:34 +0200
291,2016-09-08 07:55:34 +0200,217,2016-09-08 08:01:15 +0200
291,2016-09-08 07:56:30 +0200,227,2016-09-08 07:58:59 +0200
291,2016-09-08 07:58:01 +0200,164,2016-09-08 08:03:53 +0200
267,2016-09-08 08:10:25 +0200,291,2016-09-08 08:17:04 +0200
291,2016-09-08 08:17:50 +0200,305,2016-09-08 08:26:07 +0200
211,2016-09-08 08:21:53 +0200,291,2016-09-08 08:39:52 +0200
222,2016-09-08 08:23:44 +0200,291,2016-09-08 08:43:39 +0200
267,2016-09-08 08:32:18 +0200,291,2016-09-08 08:38:36 +0200
267,2016-09-08 08:36:15 +0200,291,2016-09-08 08:41:40 +0200
291,2016-09-08 08:42:19 +0200,190,2016-09-08 08:47:08 +0200
291,2016-09-08 08:42:19 +0200,228,2016-09-08 08:46:02 +0200
291,2016-09-08 08:43:34 +0200,264,2016-09-08 08:53:05 +0200
291,2016-09-08 08:46:02 +0200,228,2016-09-08 08:53:05 +0200
291,2016-09-08 08:56:38 +0200,185,2016-09-08 09:01:06 +0200
291,2016-09-08 08:57:11 +0200,254,2016-09-08 09:10:02 +0200
291,2016-09-08 09:11:12 +0200,217,2016-09-08 09:17:45 +0200
291,2016-09-08 09:11:48 +0200,185,2016-09-08 09:15:28 +0200
291,2016-09-08 09:20:27 +0200,280,2016-09-08 09:26:20 +0200
291,2016-09-08 09:22:02 +0200,227,2016-09-08 09:24:28 +0200
291,2016-09-08 09:23:03 +0200,162,2016-09-08 09:31:00 +0200
291,2016-09-08 09:24:51 +0200,287,2016-09-08 09:31:08 +0200
291,2016-09-08 10:27:25 +0200,185,2016-09-08 10:32:26 +0200
291,2016-09-08 10:48:47 +0200,196,2016-09-08 10:54:03 +0200
291,2016-09-08 10:59:36 +0200,227,2016-09-08 11:02:50 +0200
291,2016-09-08 11:35:04 +0200,181,2016-09-08 11:45:26 +0200
291,2016-09-08 11:37:45 +0200,234,2016-09-08 11:46:23 +0200
291,2016-09-08 11:38:07 +0200,167,2016-09-08 11:47:59 +0200
291,2016-09-08 11:38:21 +0200,218,2016-09-08 11:49:03 +0200
198,2016-09-08 11:45:07 +0200,291,2016-09-08 11:50:06 +0200
291,2016-09-08 11:45:43 +0200,181,2016-09-08 11:55:20 +0200
291,2016-09-08 11:46:16 +0200,217,2016-09-08 11:49:12 +0200
161,2016-09-08 11:47:00 +0200,291,2016-09-08 11:50:09 +0200
291,2016-09-08 11:48:40 +0200,304,2016-09-08 11:58:36 +0200
291,2016-09-08 11:56:06 +0200,170,2016-09-08 12:05:47 +0200
291,2016-09-08 11:56:31 +0200,184,2016-09-08 12:02:59 +0200
224,2016-09-08 11:59:20 +0200,291,2016-09-08 12:05:02 +0200
291,2016-09-08 12:03:02 +0200,195,2016-09-08 12:15:56 +0200
291,2016-09-08 12:03:21 +0200,197,2016-09-08 12:05:57 +0200
291,2016-09-08 12:05:33 +0200,169,2016-09-08 12:20:04 +0200
291,2016-09-08 12:11:59 +0200,190,2016-09-08 12:19:57 +0200
291,2016-09-08 12:13:19 +0200,206,2016-09-08 12:23:09 +0200
291,2016-09-08 12:23:48 +0200,200,2016-09-08 13:05:30 +0200
291,2016-09-08 12:37:59 +0200,227,2016-09-08 12:41:13 +0200
238,2016-09-08 12:38:31 +0200,291,2016-09-08 14:36:52 +0200
291,2016-09-08 12:47:13 +0200,228,2016-09-08 12:51:01 +0200
291,2016-09-08 12:57:09 +0200,175,2016-09-08 13:09:54 +0200
291,2016-09-08 13:00:09 +0200,291,2016-09-08 15:50:09 +0200
291,2016-09-08 13:00:09 +0200,291,2016-09-08 15:50:09 +0200
291,2016-09-08 13:11:03 +0200,190,2016-09-08 13:16:43 +0200
291,2016-09-08 13:17:22 +0200,200,2016-09-08 14:49:01 +0200
235,2016-09-08 13:21:03 +0200,291,2016-09-08 13:33:22 +0200
211,2016-09-08 13:39:04 +0200,291,2016-09-08 13:53:44 +0200
291,2016-09-08 13:44:44 +0200,192,2016-09-08 13:57:18 +0200
291,2016-09-08 13:56:14 +0200,198,2016-09-08 13:59:13 +0200
291,2016-09-08 13:56:35 +0200,267,2016-09-08 14:00:39 +0200
291,2016-09-08 14:00:47 +0200,267,2016-09-08 14:07:29 +0200
291,2016-09-08 14:01:04 +0200,267,2016-09-08 14:04:47 +0200
304,2016-09-08 14:04:07 +0200,291,2016-09-08 14:12:56 +0200
291,2016-09-08 14:09:53 +0200,162,2016-09-08 16:59:32 +0200
291,2016-09-08 14:12:06 +0200,291,2016-09-08 14:13:25 +0200
291,2016-09-08 14:12:06 +0200,291,2016-09-08 14:13:25 +0200
291,2016-09-08 14:13:37 +0200,253,2016-09-08 14:30:35 +0200
162,2016-09-08 14:22:06 +0200,291,2016-09-08 14:25:46 +0200
291,2016-09-08 14:23:11 +0200,219,2016-09-08 14:37:16 +0200
291,2016-09-08 14:24:27 +0200,204,2016-09-08 14:42:23 +0200
267,2016-09-08 14:36:12 +0200,291,2016-09-08 14:42:00 +0200
291,2016-09-08 14:37:28 +0200,238,2016-09-08 14:48:08 +0200
291,2016-09-08 14:40:15 +0200,190,2016-09-08 14:45:36 +0200
291,2016-09-08 14:40:27 +0200,190,2016-09-08 14:45:37 +0200
291,2016-09-08 14:47:19 +0200,274,2016-09-08 15:32:22 +0200
291,2016-09-08 14:47:26 +0200,274,2016-09-08 15:32:26 +0200
291,2016-09-08 14:53:50 +0200,173,2016-09-08 15:03:59 +0200
291,2016-09-08 14:53:58 +0200,164,2016-09-08 14:59:17 +0200
291,2016-09-08 14:55:16 +0200,231,2016-09-08 15:11:30 +0200
291,2016-09-08 14:55:39 +0200,227,2016-09-08 15:56:17 +0200
291,2016-09-08 14:59:14 +0200,233,2016-09-08 15:02:57 +0200
291,2016-09-08 15:00:10 +0200,291,2016-09-08 15:49:10 +0200
291,2016-09-08 15:00:10 +0200,291,2016-09-08 15:49:10 +0200
247,2016-09-08 15:36:11 +0200,291,2016-09-08 16:14:17 +0200
291,2016-09-08 15:50:17 +0200,272,2016-09-08 17:06:10 +0200
291,2016-09-08 15:51:47 +0200,197,2016-09-08 15:54:53 +0200
291,2016-09-08 15:55:42 +0200,227,2016-09-08 15:59:11 +0200
291,2016-09-08 15:55:53 +0200,304,2016-09-08 16:10:31 +0200
291,2016-09-08 16:00:38 +0200,181,2016-09-08 16:09:55 +0200
291,2016-09-08 16:01:09 +0200,181,2016-09-08 16:09:55 +0200
291,2016-09-08 16:04:51 +0200,197,2016-09-08 16:07:19 +0200
291,2016-09-08 16:04:59 +0200,299,2016-09-08 16:17:34 +0200
291,2016-09-08 16:05:13 +0200,272,2016-09-08 16:19:12 +0200
221,2016-09-08 16:09:26 +0200,291,2016-09-08 16:12:24 +0200
186,2016-09-08 16:13:37 +0200,291,2016-09-08 16:24:53 +0200
291,2016-09-08 16:15:52 +0200,192,2016-09-08 16:23:39 +0200
291,2016-09-08 16:16:03 +0200,206,2016-09-08 16:20:30 +0200
291,2016-09-08 16:18:46 +0200,226,2016-09-08 16:29:29 +0200
291,2016-09-08 16:22:59 +0200,227,2016-09-08 16:40:14 +0200
291,2016-09-08 16:25:22 +0200,229,2016-09-08 16:33:20 +0200
291,2016-09-08 16:27:29 +0200,267,2016-09-08 16:30:59 +0200
164,2016-09-08 16:28:06 +0200,291,2016-09-08 17:31:45 +0200
291,2016-09-08 16:29:16 +0200,195,2016-09-08 16:38:46 +0200
231,2016-09-08 16:47:29 +0200,291,2016-09-08 17:01:06 +0200
291,2016-09-08 16:53:40 +0200,189,2016-09-08 17:07:04 +0200
291,2016-09-08 17:01:23 +0200,233,2016-09-08 17:06:56 +0200
291,2016-09-08 17:01:41 +0200,287,2016-09-08 17:54:23 +0200
291,2016-09-08 17:05:23 +0200,161,2016-09-08 17:09:55 +0200
291,2016-09-08 17:05:46 +0200,287,2016-09-08 17:13:38 +0200
291,2016-09-08 17:11:41 +0200,203,2016-09-08 17:26:05 +0200
291,2016-09-08 17:11:42 +0200,203,2016-09-08 17:25:45 +0200
291,2016-09-08 17:14:33 +0200,162,2016-09-08 17:18:39 +0200
291,2016-09-08 17:15:45 +0200,198,2016-09-08 17:19:17 +0200
291,2016-09-08 17:17:03 +0200,306,2016-09-08 17:37:39 +0200
291,2016-09-08 17:21:11 +0200,291,2016-09-08 18:02:55 +0200
291,2016-09-08 17:21:11 +0200,291,2016-09-08 18:02:55 +0200
291,2016-09-08 17:24:10 +0200,291,2016-09-08 17:24:32 +0200
291,2016-09-08 17:24:10 +0200,291,2016-09-08 17:24:32 +0200
291,2016-09-08 17:24:36 +0200,192,2016-09-08 17:39:02 +0200
291,2016-09-08 17:30:15 +0200,280,2016-09-08 17:35:15 +0200
291,2016-09-08 17:30:32 +0200,294,2016-09-08 17:46:00 +0200
291,2016-09-08 17:36:43 +0200,268,2016-09-08 17:40:47 +0200
291,2016-09-08 17:37:32 +0200,211,2016-09-08 17:46:49 +0200
291,2016-09-08 18:30:31 +0200,267,2016-09-08 18:33:26 +0200
291,2016-09-08 19:11:01 +0200,217,2016-09-08 19:16:05 +0200
161,2016-09-08 19:12:44 +0200,291,2016-09-08 19:15:12 +0200
291,2016-09-08 19:22:58 +0200,164,2016-09-08 19:26:15 +0200
291,2016-09-08 19:26:56 +0200,199,2016-09-08 19:46:05 +0200
238,2016-09-08 19:29:12 +0200,291,2016-09-08 19:41:29 +0200
291,2016-09-08 19:37:59 +0200,164,2016-09-08 19:43:08 +0200
291,2016-09-08 19:46:28 +0200,162,2016-09-08 19:53:27 +0200
267,2016-09-08 19:51:27 +0200,291,2016-09-08 19:56:16 +0200
227,2016-09-08 20:14:43 +0200,291,2016-09-08 20:19:48 +0200
291,2016-09-08 20:20:12 +0200,198,2016-09-08 22:24:09 +0200
291,2016-09-08 20:27:07 +0200,162,2016-09-08 20:32:29 +0200
227,2016-09-08 20:32:10 +0200,291,2016-09-08 20:36:27 +0200
291,2016-09-08 20:44:18 +0200,200,2016-09-08 21:00:19 +0200
170,2016-09-08 21:30:02 +0200,291,2016-09-08 21:41:20 +0200
291,2016-09-08 21:38:49 +0200,294,2016-09-08 21:52:52 +0200
291,2016-09-08 21:48:35 +0200,190,2016-09-08 21:53:44 +0200
291,2016-09-08 22:00:22 +0200,267,2016-09-08 22:11:35 +0200
164,2016-09-08 22:08:52 +0200,291,2016-09-08 22:31:03 +0200
291,2016-09-08 22:52:04 +0200,164,2016-09-08 22:57:07 +0200
291,2016-09-08 22:52:19 +0200,248,2016-09-08 23:17:57 +0200
291,2016-09-08 22:53:19 +0200,221,2016-09-08 22:55:42 +0200
233,2016-09-08 22:53:49 +0200,291,2016-09-08 23:01:12 +0200
291,2016-09-08 23:49:08 +0200,200,2016-09-09 01:15:48 +0200
291,2016-09-09 06:07:54 +0200,227,2016-09-09 06:11:11 +0200
291,2016-09-09 06:12:52 +0200,217,2016-09-09 06:16:48 +0200
291,2016-09-09 06:38:11 +0200,279,2016-09-09 06:47:53 +0200
291,2016-09-09 06:51:53 +0200,208,2016-09-09 06:57:59 +0200
164,2016-09-09 07:26:32 +0200,291,2016-09-09 07:34:11 +0200
190,2016-09-09 07:29:04 +0200,291,2016-09-09 07:36:43 +0200
291,2016-09-09 07:38:27 +0200,254,2016-09-09 07:49:16 +0200
267,2016-09-09 07:39:56 +0200,291,2016-09-09 07:46:18 +0200
291,2016-09-09 07:40:39 +0200,164,2016-09-09 07:47:10 +0200
211,2016-09-09 08:22:02 +0200,291,2016-09-09 08:43:45 +0200
291,2016-09-09 08:46:22 +0200,164,2016-09-09 08:52:02 +0200
199,2016-09-09 08:54:12 +0200,291,2016-09-09 12:54:19 +0200
227,2016-09-09 09:24:59 +0200,291,2016-09-09 09:27:57 +0200
291,2016-09-09 09:35:37 +0200,233,2016-09-09 09:40:12 +0200
161,2016-09-09 09:49:42 +0200,291,2016-09-09 09:52:31 +0200
291,2016-09-09 09:55:04 +0200,181,2016-09-09 10:33:54 +0200
291,2016-09-09 11:01:43 +0200,185,2016-09-09 11:05:57 +0200
291,2016-09-09 11:55:21 +0200,304,2016-09-09 12:04:38 +0200
291,2016-09-09 11:55:27 +0200,247,2016-09-09 12:07:32 +0200
227,2016-09-09 12:01:54 +0200,291,2016-09-09 12:05:21 +0200
291,2016-09-09 12:02:13 +0200,295,2016-09-09 12:17:03 +0200
291,2016-09-09 12:11:09 +0200,278,2016-09-09 12:22:23 +0200
161,2016-09-09 12:20:25 +0200,291,2016-09-09 12:23:08 +0200
161,2016-09-09 12:20:28 +0200,291,2016-09-09 12:23:23 +0200
291,2016-09-09 12:55:35 +0200,197,2016-09-09 12:59:00 +0200
206,2016-09-09 13:04:54 +0200,291,2016-09-09 13:09:50 +0200
227,2016-09-09 13:27:58 +0200,291,2016-09-09 13:32:54 +0200
291,2016-09-09 13:30:22 +0200,175,2016-09-09 13:40:36 +0200
291,2016-09-09 13:30:52 +0200,267,2016-09-09 13:33:53 +0200
291,2016-09-09 13:38:38 +0200,227,2016-09-09 13:41:07 +0200
291,2016-09-09 13:42:46 +0200,227,2016-09-09 13:46:18 +0200
291,2016-09-09 13:50:31 +0200,247,2016-09-09 14:01:35 +0200
291,2016-09-09 13:58:03 +0200,161,2016-09-09 14:00:17 +0200
291,2016-09-09 14:02:27 +0200,291,2016-09-09 15:41:08 +0200
291,2016-09-09 14:02:27 +0200,291,2016-09-09 15:41:08 +0200
291,2016-09-09 14:03:14 +0200,273,2016-09-09 14:06:18 +0200
221,2016-09-09 14:04:33 +0200,291,2016-09-09 14:06:48 +0200
227,2016-09-09 14:12:27 +0200,291,2016-09-09 14:18:47 +0200
291,2016-09-09 14:21:10 +0200,210,2016-09-09 14:34:05 +0200
291,2016-09-09 14:28:24 +0200,181,2016-09-09 14:43:11 +0200
301,2016-09-09 14:31:19 +0200,291,2016-09-09 14:43:57 +0200
233,2016-09-09 14:41:08 +0200,291,2016-09-09 14:47:17 +0200
291,2016-09-09 14:43:59 +0200,164,2016-09-09 14:48:49 +0200
291,2016-09-09 14:44:23 +0200,177,2016-09-09 15:17:07 +0200
291,2016-09-09 15:16:32 +0200,233,2016-09-09 17:21:02 +0200
291,2016-09-09 15:16:46 +0200,197,2016-09-09 15:16:58 +0200
291,2016-09-09 15:16:54 +0200,163,2016-09-09 15:17:39 +0200
291,2016-09-09 15:17:08 +0200,206,2016-09-09 15:17:29 +0200
291,2016-09-09 15:17:18 +0200,245,2016-09-09 15:30:49 +0200
291,2016-09-09 15:19:56 +0200,268,2016-09-09 15:22:41 +0200
291,2016-09-09 15:23:14 +0200,164,2016-09-09 15:28:42 +0200
291,2016-09-09 15:24:01 +0200,268,2016-09-09 15:28:00 +0200
291,2016-09-09 15:24:07 +0200,190,2016-09-09 15:30:15 +0200
291,2016-09-09 15:33:07 +0200,291,2016-09-09 15:38:12 +0200
291,2016-09-09 15:33:07 +0200,291,2016-09-09 15:38:12 +0200
291,2016-09-09 15:39:47 +0200,267,2016-09-09 15:43:10 +0200
291,2016-09-09 15:48:21 +0200,221,2016-09-09 16:02:34 +0200
283,2016-09-09 17:25:11 +0200,291,2016-09-09 17:33:58 +0200
199,2016-09-09 17:27:32 +0200,291,2016-09-09 21:40:37 +0200
291,2016-09-09 17:53:01 +0200,164,2016-09-09 17:58:22 +0200
291,2016-09-09 19:08:22 +0200,195,2016-09-09 19:18:55 +0200
291,2016-09-09 19:19:14 +0200,196,2016-09-09 19:28:44 +0200
222,2016-09-09 19:21:27 +0200,291,2016-09-09 19:33:13 +0200
222,2016-09-09 19:22:52 +0200,291,2016-09-09 19:52:10 +0200
291,2016-09-09 19:38:29 +0200,161,2016-09-09 22:18:55 +0200
291,2016-09-09 19:44:00 +0200,221,2016-09-09 19:45:30 +0200
291,2016-09-09 19:46:33 +0200,196,2016-09-09 19:54:19 +0200
291,2016-09-09 19:51:51 +0200,210,2016-09-09 20:04:06 +0200
291,2016-09-09 20:01:30 +0200,163,2016-09-09 20:08:56 +0200
291,2016-09-09 20:09:40 +0200,245,2016-09-09 20:38:53 +0200
291,2016-09-09 20:10:51 +0200,200,2016-09-09 20:29:13 +0200
291,2016-09-09 20:15:53 +0200,191,2016-09-09 20:27:18 +0200
217,2016-09-09 20:20:17 +0200,291,2016-09-09 20:24:30 +0200
291,2016-09-09 20:21:16 +0200,255,2016-09-09 20:30:08 +0200
291,2016-09-09 20:26:44 +0200,232,2016-09-09 20:33:53 +0200
291,2016-09-09 20:34:38 +0200,306,2016-09-09 20:44:59 +0200
197,2016-09-09 20:47:47 +0200,291,2016-09-09 20:57:54 +0200
299,2016-09-09 20:49:55 +0200,291,2016-09-09 21:02:31 +0200
299,2016-09-09 20:50:41 +0200,291,2016-09-09 21:02:34 +0200
291,2016-09-09 20:51:56 +0200,227,2016-09-09 20:59:47 +0200
291,2016-09-09 21:01:50 +0200,266,2016-09-09 21:13:10 +0200
227,2016-09-09 21:15:45 +0200,291,2016-09-09 21:21:13 +0200
291,2016-09-09 21:25:37 +0200,301,2016-09-09 21:37:45 +0200
291,2016-09-09 21:28:47 +0200,294,2016-09-09 21:38:34 +0200
248,2016-09-09 21:31:01 +0200,291,2016-09-09 21:34:11 +0200
301,2016-09-09 21:31:46 +0200,291,2016-09-09 21:50:16 +0200
301,2016-09-09 21:31:53 +0200,291,2016-09-09 21:50:39 +0200
291,2016-09-09 21:34:28 +0200,198,2016-09-09 21:38:29 +0200
291,2016-09-09 21:55:34 +0200,189,2016-09-09 22:02:07 +0200
291,2016-09-09 22:06:24 +0200,164,2016-09-09 22:11:06 +0200
291,2016-09-09 22:15:02 +0200,227,2016-09-09 22:18:26 +0200
291,2016-09-09 23:04:28 +0200,243,2016-09-09 23:09:44 +0200
291,2016-09-09 23:24:53 +0200,236,2016-09-09 23:34:24 +0200
291,2016-09-09 23:29:36 +0200,251,2016-09-09 23:36:01 +0200
267,2016-09-10 07:14:50 +0200,291,2016-09-10 07:20:06 +0200
291,2016-09-10 07:19:48 +0200,224,2016-09-10 07:24:45 +0200
248,2016-09-10 07:54:55 +0200,291,2016-09-10 08:00:01 +0200
291,2016-09-10 08:00:10 +0200,291,2016-09-10 08:00:42 +0200
291,2016-09-10 08:00:10 +0200,291,2016-09-10 08:00:42 +0200
291,2016-09-10 08:00:53 +0200,176,2016-09-10 08:04:35 +0200
291,2016-09-10 08:10:59 +0200,248,2016-09-10 08:13:10 +0200
291,2016-09-10 08:12:45 +0200,284,2016-09-10 08:21:28 +0200
291,2016-09-10 08:42:23 +0200,268,2016-09-10 08:45:05 +0200
291,2016-09-10 09:00:35 +0200,228,2016-09-10 09:03:22 +0200
291,2016-09-10 09:22:38 +0200,195,2016-09-10 09:34:55 +0200
291,2016-09-10 09:24:41 +0200,196,2016-09-10 09:29:56 +0200
291,2016-09-10 09:40:45 +0200,218,2016-09-10 09:47:57 +0200
275,2016-09-10 10:02:54 +0200,291,2016-09-10 10:14:19 +0200
291,2016-09-10 10:39:18 +0200,227,2016-09-10 10:42:15 +0200
291,2016-09-10 11:19:11 +0200,301,2016-09-10 11:25:52 +0200
291,2016-09-10 11:26:49 +0200,204,2016-09-10 11:35:58 +0200
291,2016-09-10 11:27:04 +0200,204,2016-09-10 11:35:52 +0200
291,2016-09-10 11:47:00 +0200,298,2016-09-10 11:54:20 +0200
291,2016-09-10 11:49:02 +0200,192,2016-09-10 11:57:11 +0200
291,2016-09-10 11:49:11 +0200,301,2016-09-10 11:56:12 +0200
291,2016-09-10 11:49:29 +0200,253,2016-09-10 12:10:16 +0200
291,2016-09-10 11:49:45 +0200,253,2016-09-10 12:10:34 +0200
291,2016-09-10 11:50:20 +0200,307,2016-09-10 12:05:14 +0200
291,2016-09-10 11:52:08 +0200,181,2016-09-10 13:33:04 +0200
291,2016-09-10 11:53:58 +0200,267,2016-09-10 11:57:46 +0200
291,2016-09-10 11:59:51 +0200,255,2016-09-10 12:07:58 +0200
291,2016-09-10 14:05:38 +0200,233,2016-09-10 14:09:49 +0200
291,2016-09-10 14:06:03 +0200,267,2016-09-10 14:09:11 +0200
185,2016-09-10 14:06:35 +0200,291,2016-09-10 14:13:02 +0200
291,2016-09-10 14:11:48 +0200,169,2016-09-10 14:17:15 +0200
291,2016-09-10 14:18:05 +0200,202,2016-09-10 14:30:11 +0200
291,2016-09-10 14:20:08 +0200,164,2016-09-10 14:25:16 +0200
291,2016-09-10 14:23:32 +0200,169,2016-09-10 14:38:10 +0200
161,2016-09-10 14:38:49 +0200,291,2016-09-10 14:42:34 +0200
291,2016-09-10 14:41:53 +0200,233,2016-09-10 14:45:41 +0200
291,2016-09-10 14:42:44 +0200,161,2016-09-10 15:11:01 +0200
291,2016-09-10 14:49:41 +0200,233,2016-09-10 14:52:17 +0200
291,2016-09-10 14:52:19 +0200,190,2016-09-10 14:57:03 +0200
291,2016-09-10 14:58:50 +0200,227,2016-09-10 15:03:01 +0200
291,2016-09-10 15:03:59 +0200,189,2016-09-10 15:17:34 +0200
291,2016-09-10 15:24:22 +0200,233,2016-09-10 15:28:40 +0200
291,2016-09-10 15:27:32 +0200,267,2016-09-10 15:32:48 +0200
291,2016-09-10 15:31:54 +0200,253,2016-09-10 16:23:02 +0200
291,2016-09-10 15:36:03 +0200,280,2016-09-10 15:42:56 +0200
291,2016-09-10 15:43:01 +0200,221,2016-09-10 15:46:12 +0200
291,2016-09-10 15:49:47 +0200,200,2016-09-10 16:12:55 +0200
291,2016-09-10 15:50:22 +0200,204,2016-09-10 16:02:59 +0200
291,2016-09-10 16:01:00 +0200,267,2016-09-10 16:03:37 +0200
291,2016-09-10 16:05:15 +0200,233,2016-09-10 16:12:21 +0200
291,2016-09-10 16:07:10 +0200,214,2016-09-10 16:19:47 +0200
291,2016-09-10 16:51:12 +0200,222,2016-09-10 16:59:10 +0200
176,2016-09-10 17:25:27 +0200,291,2016-09-10 18:14:20 +0200
248,2016-09-10 18:28:34 +0200,291,2016-09-10 18:37:17 +0200
227,2016-09-10 18:34:42 +0200,291,2016-09-10 18:37:44 +0200
291,2016-09-10 18:36:30 +0200,190,2016-09-10 18:44:36 +0200
291,2016-09-10 18:37:26 +0200,170,2016-09-10 18:47:15 +0200
291,2016-09-10 18:57:28 +0200,177,2016-09-10 19:14:17 +0200
291,2016-09-10 19:26:18 +0200,222,2016-09-10 19:31:48 +0200
291,2016-09-10 19:27:52 +0200,226,2016-09-10 19:36:26 +0200
291,2016-09-10 19:37:01 +0200,268,2016-09-10 19:39:08 +0200
221,2016-09-10 20:07:57 +0200,291,2016-09-10 20:10:26 +0200
291,2016-09-10 20:08:13 +0200,227,2016-09-10 20:10:36 +0200
291,2016-09-10 20:40:41 +0200,233,2016-09-10 20:45:10 +0200
291,2016-09-10 20:40:48 +0200,199,2016-09-10 20:51:20 +0200
201,2016-09-10 20:46:16 +0200,291,2016-09-10 21:00:31 +0200
291,2016-09-10 20:51:04 +0200,280,2016-09-10 20:56:46 +0200
291,2016-09-10 20:51:20 +0200,280,2016-09-10 20:56:26 +0200
291,2016-09-10 21:00:35 +0200,291,2016-09-10 21:00:50 +0200
291,2016-09-10 21:00:35 +0200,291,2016-09-10 21:00:50 +0200
291,2016-09-10 21:00:52 +0200,291,2016-09-10 21:01:03 +0200
291,2016-09-10 21:00:52 +0200,291,2016-09-10 21:01:03 +0200
291,2016-09-10 21:01:05 +0200,181,2016-09-10 21:15:50 +0200
291,2016-09-10 21:02:36 +0200,227,2016-09-10 21:05:34 +0200
291,2016-09-10 21:08:00 +0200,189,2016-09-10 21:20:57 +0200
291,2016-09-10 21:08:19 +0200,189,2016-09-10 21:20:58 +0200
291,2016-09-10 21:09:44 +0200,251,2016-09-10 21:19:01 +0200
291,2016-09-10 21:22:47 +0200,195,2016-09-10 21:33:15 +0200
221,2016-09-10 22:34:01 +0200,291,2016-09-10 22:36:11 +0200
291,2016-09-10 22:49:43 +0200,179,2016-09-10 22:58:28 +0200
162,2016-09-10 22:54:05 +0200,291,2016-09-11 00:21:35 +0200
217,2016-09-10 23:23:32 +0200,291,2016-09-10 23:27:01 +0200
169,2016-09-10 23:55:05 +0200,291,2016-09-11 00:03:18 +0200
291,2016-09-10 23:58:16 +0200,237,2016-09-11 00:08:47 +0200
287,2016-09-11 07:14:58 +0200,291,2016-09-11 07:21:02 +0200
190,2016-09-11 07:16:31 +0200,291,2016-09-11 07:23:24 +0200
164,2016-09-11 07:50:41 +0200,291,2016-09-11 07:58:13 +0200
291,2016-09-11 08:01:40 +0200,224,2016-09-11 08:06:01 +0200
291,2016-09-11 08:02:44 +0200,161,2016-09-11 08:04:38 +0200
275,2016-09-11 09:31:09 +0200,291,2016-09-11 09:41:14 +0200
291,2016-09-11 09:48:43 +0200,196,2016-09-11 13:05:00 +0200
291,2016-09-11 10:20:42 +0200,227,2016-09-11 10:23:33 +0200
291,2016-09-11 10:43:55 +0200,267,2016-09-11 10:46:55 +0200
291,2016-09-11 10:52:39 +0200,241,2016-09-11 11:07:55 +0200
159,2016-09-11 11:17:38 +0200,291,2016-09-11 11:31:01 +0200
291,2016-09-11 11:22:03 +0200,203,2016-09-11 11:34:00 +0200
291,2016-09-11 11:30:21 +0200,189,2016-09-11 11:40:49 +0200
291,2016-09-11 11:31:00 +0200,227,2016-09-11 11:46:26 +0200
291,2016-09-11 11:31:29 +0200,227,2016-09-11 11:34:48 +0200
291,2016-09-11 11:38:33 +0200,227,2016-09-11 11:48:19 +0200
213,2016-09-11 11:38:56 +0200,291,2016-09-11 11:47:07 +0200
291,2016-09-11 11:41:59 +0200,221,2016-09-11 11:44:19 +0200
291,2016-09-11 11:58:45 +0200,228,2016-09-11 12:01:31 +0200
291,2016-09-11 12:11:22 +0200,238,2016-09-11 12:23:21 +0200
291,2016-09-11 12:17:33 +0200,210,2016-09-11 12:24:46 +0200
227,2016-09-11 12:21:46 +0200,291,2016-09-11 12:31:24 +0200
291,2016-09-11 12:22:28 +0200,291,2016-09-11 15:03:49 +0200
291,2016-09-11 12:22:28 +0200,291,2016-09-11 15:03:49 +0200
291,2016-09-11 12:22:46 +0200,221,2016-09-11 12:24:46 +0200
221,2016-09-11 12:24:55 +0200,291,2016-09-11 15:03:50 +0200
291,2016-09-11 12:35:01 +0200,283,2016-09-11 12:45:58 +0200
265,2016-09-11 12:36:52 +0200,291,2016-09-11 12:45:30 +0200
291,2016-09-11 12:39:33 +0200,267,2016-09-11 12:42:09 +0200
291,2016-09-11 12:39:37 +0200,159,2016-09-11 13:17:47 +0200
291,2016-09-11 12:46:28 +0200,248,2016-09-11 15:31:29 +0200
291,2016-09-11 13:15:50 +0200,190,2016-09-11 13:26:10 +0200
291,2016-09-11 13:15:56 +0200,190,2016-09-11 13:26:05 +0200
291,2016-09-11 13:18:19 +0200,237,2016-09-11 13:54:05 +0200
227,2016-09-11 13:20:09 +0200,291,2016-09-11 13:23:52 +0200
291,2016-09-11 13:20:25 +0200,251,2016-09-11 13:30:18 +0200
291,2016-09-11 13:23:25 +0200,273,2016-09-11 14:29:31 +0200
291,2016-09-11 13:24:06 +0200,291,2016-09-11 13:24:47 +0200
291,2016-09-11 13:24:06 +0200,291,2016-09-11 13:24:47 +0200
291,2016-09-11 13:24:52 +0200,206,2016-09-11 16:46:12 +0200
